着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,"ﾀｲﾑ指数


タイム指数(通常)
タイム指数マスター","ﾀｲﾑ指数M


タイム指数(通常)
タイム指数マスター",ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id,category
2,7,9,タマモランプ,牡3,57,池添謙一,2:16.2,3/4,**,**,**,**,**,5-6-4-4,36.8,2.4,2,458(-6),,,,"[西]
池添学",タマモ,220.0,202409010305,NAR
3,5,6,アルレジャン,牡3,57,北村友一,2:16.4,1.1/4,**,**,**,**,**,2-2-2-2,37.3,39.0,6,514(+8),,,,"[西]
藤原英昭",シルクレーシング,140.0,202409010305,NAR
4,5,5,オンザプラネット,牡3,56,田口貫太,2:16.7,2,**,**,**,**,**,3-3-3-2,37.4,11.1,3,494(0),,,,"[西]
佐々木晶",久保田定,83.0,202409010305,NAR
5,3,3,ベルベストランナー,牡3,57,松山弘平,2:16.7,ハナ,**,**,**,**,**,10-10-9-9,36.9,12.1,4,466(+2),,,,"[西]
西村真幸",宮崎俊也,55.0,202409010305,NAR
6,1,1,エイシンローテイト,牡3,57,松若風馬,2:17.0,1.3/4,**,**,**,**,**,10-10-12-12,36.7,327.2,12,504(-2),,,,"[西]
高橋康之",栄進堂,,202409010305,NAR
7,4,4,ブラックライズ,牡3,57,和田竜二,2:17.1,1/2,**,**,**,**,**,5-4-4-4,37.8,92.3,9,454(-2),,,,"[西]
清水久詞",インゼルレーシング,,202409010305,NAR
8,6,7,ロンギングキイ,牝3,55,西村淳也,2:17.1,ハナ,**,**,**,**,**,8-8-8-8,37.5,48.5,8,470(0),,,,"[西]
新谷功一",坂本浩一,,202409010305,NAR
9,8,11,アマルフィレモン,牡3,57,酒井学,2:17.8,4,**,**,**,**,**,9-9-10-9,38.0,281.6,11,408(-6),,,,"[東]
天間昭一",岡田牧雄,,202409010305,NAR
10,6,8,サイコウダネ,牡3,53,古川奈穂,2:18.0,1.1/4,**,**,**,**,**,1-1-1-1,39.0,142.8,10,452(0),,,,"[西]
清水久詞",マークス,,202409010305,NAR
11,2,2,ラインフォルテ,牡3,57,鮫島克駿,2:18.6,3.1/2,**,**,**,**,**,12-12-10-11,38.6,46.6,7,476(-4),,,,"[西]
長谷川浩",大澤繁昌,,202409010305,NAR
12,8,12,アルマーザアミール,牡3,57,団野大成,2:18.7,クビ,**,**,**,**,**,3-4-4-6,39.3,34.1,5,480(0),,,,"[西]
斉藤崇史",早野誠,,202409010305,NAR
1,8,8,アスクオンディープ,セ5,58,角田大河,2:00.2,,**,**,**,**,**,1-1-1-1,36.4,5.5,3,494(-4),,,,"[西]
河内洋",廣崎利洋ＨＤ,"1,569.6",202409010309,NAR
2,6,6,エグランタイン,牝5,56,池添謙一,2:00.3,1/2,**,**,**,**,**,5-5-4-3,36.2,3.9,2,448(+2),,,,"[西]
笹田和秀",ノースヒルズ,625.6,202409010309,NAR
3,4,4,タイキラフター,牡4,58,西村淳也,2:00.3,ハナ,**,**,**,**,**,8-6-5-3,36.2,2.3,1,516(-4),,,,"[東]
大竹正博",大樹ファーム,392.8,202409010309,NAR
4,1,1,エンタングルメント,牝5,56,横山典弘,2:01.3,6,**,**,**,**,**,6-7-7-7,36.5,6.5,4,506(-2),,,,"[西]
昆貢",ゴドルフィン,230.0,202409010309,NAR
5,5,5,クリオミニーズ,牡5,58,ムルザバ,2:01.4,3/4,**,**,**,**,**,3-3-2-2,37.5,8.1,5,494(-4),,,,"[西]
西園翔太",サンデーレーシング,155.0,202409010309,NAR
6,7,7,デルマグレムリン,牡5,58,松山弘平,2:01.7,1.3/4,**,**,**,**,**,6-8-7-7,37.0,19.7,7,462(+10),,,,"[西]
緒方努",浅沼廣幸,,202409010309,NAR
7,2,2,スズノマーベリック,セ5,58,国分優作,2:02.3,3.1/2,**,**,**,**,**,4-4-5-5,38.1,152.0,8,480(0),,,,"[西]
石坂公一",小紫嘉之,,202409010309,NAR
8,3,3,サトノヘリオス,セ5,58,和田竜二,2:04.6,大,**,**,**,**,**,2-2-2-6,40.4,15.7,6,464(+8),,,,"[西]
友道康夫",里見治,,202409010309,NAR
1,7,7,ジェイシルバー,牡4,660,鈴木恵介,02:11.1,,,-,-,-,-,2-1-1,40.1,2.5,1,982(+8),,,**,"[地]
久田守",小森唯永,24.0,202465030201,NAR
2,3,3,ゲキアツ,牡4,650,今井千尋,02:17.1,6.0,,-,-,-,-,2-2-7,36.1,9.8,5,932(+5),,,**,"[地]
服部義幸",安藤浩太朗,9.1,202465030201,NAR
3,4,4,ジェイガール,牝4,640,赤塚健仁,02:18.0,6.9,,-,-,-,-,1-7-3,42.0,11.9,6,994(-3),,,**,"[地]
小北栄一",小森唯永,5.2,202465030201,NAR
4,5,5,ホクトシンザン,牡5,660,阿部武臣,02:18.1,7.0,,-,-,-,-,6-3-3,42.1,7.7,3,970(-2),,,**,"[地]
坂本東一",中川欣三,2.8,202465030201,NAR
5,2,2,パワフルベイビー,牝4,640,藤野俊一,02:24.4,13.3,,-,-,-,-,4-6-2,48.4,9.0,4,999(+1),,,**,"[地]
平田義弘",小森唯永,1.9,202465030201,NAR
6,1,1,ツガルノモツケ,牡4,660,村上章,02:27.2,16.1,,-,-,-,-,6-3-5,49.2,15.2,7,1107(+7),,,**,"[地]
長部幸光",須藤信秋,,202465030201,NAR
7,6,6,ブルーノース,牝4,640,中村太陽,02:29.6,18.5,,-,-,-,-,5-5-6,49.6,35.2,8,853(0),,,**,"[地]
坂本東一",氏原守男,,202465030201,NAR
8,8,8,イワキゼット,牡4,660,船山蔵人,02:30.2,19.1,,-,-,-,-,8-8-8,47.2,2.9,2,881(+9),,,**,"[地]
大河原和雄",蝦名豊,,202465030201,NAR
1,2,3,コパノパサディナ,牡4,58,ルメール,1:11.0,,**,**,**,**,**,3-4,36.2,6.9,2,522(0),,,,"[西]
村山明",小林祥晃,"1,875.0",202409010310,NAR
2,4,8,ステラフィオーレ,牝5,56,松山弘平,1:11.1,3/4,**,**,**,**,**,2-2,36.4,1.8,1,484(+2),,,,"[西]
小栗実",ホシノレーシング,750.0,202409010310,NAR
3,6,12,ブルーシンフォニー,牡6,58,団野大成,1:11.5,2.1/2,**,**,**,**,**,5-4,36.6,37.8,10,482(0),,,,"[東]
伊藤圭三",ゴドルフィン,465.0,202409010310,NAR
4,3,5,パルデンス,牡6,58,ムルザバ,1:11.7,1.1/4,**,**,**,**,**,13-13,35.6,9.5,4,494(0),,,,"[東]
中野栄治",山本三津子,280.0,202409010310,NAR
5,3,6,アルムラトゥール,牡4,58,和田竜二,1:11.8,クビ,**,**,**,**,**,1-1,37.2,10.0,5,506(-4),,,,"[西]
川村禎彦",崎川美枝子,184.0,202409010310,NAR
6,7,13,クロデメニル,牝5,56,松若風馬,1:11.8,ハナ,**,**,**,**,**,3-2,37.0,44.6,11,504(+12),,,,"[西]
森秀行",藤田晋,,202409010310,NAR
7,2,4,タイセイシェダル,牡6,58,田口貫太,1:11.9,1/2,**,**,**,**,**,9-10,36.5,124.1,13,476(+6),,,,"[西]
高橋義忠",田中成奉,,202409010310,NAR
8,5,10,テイエムランウェイ,牡5,58,田辺裕信,1:12.0,3/4,**,**,**,**,**,12-12,36.1,25.5,7,490(-12),,,,"[西]
飯田雄三",竹園正繼,,202409010310,NAR
9,8,16,ラインガルーダ,牡7,58,角田大河,1:12.0,クビ,**,**,**,**,**,7-4,36.9,111.2,12,476(0),,,,"[西]
松永昌博",大澤繁昌,,202409010310,NAR
10,1,2,メイショウクリフト,牡5,58,武豊,1:12.1,クビ,**,**,**,**,**,7-8,37.0,8.2,3,456(+4),,,,"[西]
笹田和秀",松本好雄,,202409010310,NAR
11,6,11,ウォームライト,牡5,58,藤岡佑介,1:12.6,3,**,**,**,**,**,9-8,37.2,28.3,9,504(0),,,,"[西]
四位洋文",窪田芳郎,,202409010310,NAR
12,7,14,ランドボルケーノ,牡6,58,岩田康誠,1:12.6,ハナ,**,**,**,**,**,13-13,36.4,326.4,16,486(-6),,,,"[西]
安達昭夫",木村昌三,,202409010310,NAR
13,8,15,ミラバーグマン,牝6,56,池添謙一,1:12.7,1/2,**,**,**,**,**,5-4,37.7,19.0,6,448(-2),,,,"[西]
西村真幸",宮崎俊也,,202409010310,NAR
14,5,9,トーセンアラン,牡6,58,鮫島克駿,1:12.9,1,**,**,**,**,**,11-11,37.2,126.5,14,526(-8),,,,"[西]
池江泰寿",島川隆哉,,202409010310,NAR
15,1,1,フォトスフィア,牡5,58,石橋脩,1:13.1,1.1/4,**,**,**,**,**,16-16,36.2,239.2,15,524(+8),,,,"[東]
畠山吉宏",岡田牧雄,,202409010310,NAR
16,4,7,カフジエニアゴン,牝5,56,酒井学,1:13.5,2.1/2,**,**,**,**,**,15-15,37.0,26.1,8,506(-4),,,,"[西]
木原一良",加藤守,,202409010310,NAR
1,1,1,ゲットザナック,牝4,54,飛田愛斗,1:33.5,,**,-,-,-,-,1-1-1-1,39.1,2.9,2,441(+2),,,,"[地]
三小田幸",北原大史,35.0,202455030203,NAR
2,3,3,キャットナップ,牝4,54,竹吉徹,1:34.2,4,**,-,-,-,-,5-6-6-2,39.2,2.0,1,452(+3),,,,"[地]
鮫島克也",鈴木道隆,11.2,202455030203,NAR
3,8,9,ディーフライト,牝4,54,長田進仁,1:34.4,1.1/4,**,-,-,-,-,3-5-3-4,39.7,5.4,3,417(-1),,,,"[地]
中野博",金野博幸,6.3,202455030203,NAR
4,4,4,イスティント,牝4,52,青海大樹,1:34.6,1,**,-,-,-,-,10-10-8-6,38.9,25.9,6,423(+1),,,,"[地]
松島壽",三岡陽,4.2,202455030203,NAR
5,5,5,マロンクルール,牝8,54,出水拓人,1:34.7,1/2,**,-,-,-,-,2-2-2-3,40.2,13.8,4,445(-2),,,,"[地]
中川竜馬",吉橋英隆,2.8,202455030203,NAR
6,7,7,ヨイデワナイカ,牡5,56,田中直人,1:35.0,1.1/2,**,-,-,-,-,7-4-4-5,40.2,15.0,5,462(0),,,,"[地]
渡辺博文",八坂照夫,,202455030203,NAR
7,6,6,ウインダンスタイム,牝4,54,加茂飛翔,1:35.3,1.1/2,**,-,-,-,-,9-8-7-8,39.9,40.2,7,443(0),,,,"[地]
三小田幸",北原大史,,202455030203,NAR
8,2,2,エイシンヌエ,牝5,54,山下裕貴,1:35.8,2.1/2,**,-,-,-,-,4-3-5-7,41.0,74.7,8,432(-4),,,,"[地]
頼本盛行",遠藤喜和,,202455030203,NAR
9,7,8,ラブリーアタランテ,牝5,51,合林海斗,1:36.3,2.1/2,**,-,-,-,-,8-9-10-9,40.5,114.3,10,444(-2),,,,"[地]
石川浩文",（同）ＪＰＮ技研,,202455030203,NAR
10,8,10,メイショウオオゾラ,牡4,56,金山昇馬,1:37.2,5,**,-,-,-,-,6-7-9-10,41.8,91.3,9,471(+3),,,,"[地]
頼本盛行",（同）ＪＰＮ技研,,202455030203,NAR
1,5,5,コスモアバンサ,牡4,56,山口勲,1:23.7,,**,-,-,-,-,9-9-4-3,38.5,2.6,1,508(-3),,,,"[地]
真島元徳",（有）ビッグレッド,37.0,202455030206,NAR
2,7,10,リュウノタイガー,牡4,56,出水拓人,1:23.8,1/2,**,-,-,-,-,2-3-2-2,39.1,174.3,11,488(0),,,,"[地]
北村欣也",蓑島竜一,11.8,202455030206,NAR
3,8,11,カシノビルボード,牡4,56,飛田愛斗,1:23.9,3/4,**,-,-,-,-,1-1-1-1,39.3,3.1,3,480(0),,,,"[地]
古賀光範",柏木務,6.7,202455030206,NAR
4,6,8,チャットムーン,牡6,56,長田進仁,1:24.2,1.1/2,**,-,-,-,-,11-11-9-5,38.7,69.7,7,501(+2),,,,"[地]
中野博",扇原毅士,4.4,202455030206,NAR
5,3,3,カシノペルル,牡5,56,川島拓,1:24.4,1.1/4,**,-,-,-,-,10-10-10-9,38.9,77.3,8,496(-1),,,,"[地]
古賀光範",柏木務,3.0,202455030206,NAR
6,6,7,バケル,牡6,56,小松丈二,1:24.7,1.1/2,**,-,-,-,-,8-7-6-7,39.5,8.2,4,525(0),,,,"[地]
東美義",（同）ＪＰＮ技研,,202455030206,NAR
7,2,2,フェアリーティンク,牝5,54,吉本隆記,1:24.8,1/2,**,-,-,-,-,3-2-3-4,39.9,132.7,9,436(0),,,,"[地]
手島勝利",岩崎僖澄,,202455030206,NAR
8,8,12,サバイバルアート,牝5,52,青海大樹,1:25.3,2.1/2,**,-,-,-,-,5-6-5-6,40.3,31.9,5,448(0),,,,"[地]
真島元徳",福田光博,,202455030206,NAR
9,5,6,ケプチャン,牡6,56,田中直人,1:25.8,2.1/2,**,-,-,-,-,6-8-11-11,40.2,57.4,6,499(-3),,,,"[地]
東美義",坂本忠教,,202455030206,NAR
10,7,9,ミッキーウィン,牡7,55,中山蓮王,1:26.1,1.1/2,**,-,-,-,-,4-5-8-10,40.9,143.3,10,495(+5),,,,"[地]
川田孝好",成富直行,,202455030206,NAR
11,1,1,シゲルスコーピオン,牡4,56,石川慎将,1:26.4,1.1/2,**,-,-,-,-,7-4-7-8,41.2,2.9,2,533(+2),,,,"[地]
九日俊光",森中啓子,,202455030206,NAR
中,4,4,クリノハーヴィー,牡6,56,加茂飛翔,,,,-,-,-,-,,,208.8,12,471(-2),,,,"[地]
大島静夫",北原大史,,202455030206,NAR
1,6,10,シゲルソロソロ,牝4,56,鮫島克駿,1:24.7,,**,**,**,**,**,8-9,36.7,3.8,1,472(0),,,,"[西]
谷潔",關美和,800.0,202409010308,NAR
2,8,14,ハクサンバード,牡4,58,鮫島良太,1:25.1,2.1/2,**,**,**,**,**,2-2,37.9,9.5,6,494(+1),,,,"[西]
飯田雄三",河崎五市,320.0,202409010308,NAR
3,5,8,ストロンゲスト,牡5,58,松若風馬,1:25.1,ハナ,**,**,**,**,**,8-7,37.3,20.8,9,478(-2),,,,"[西]
羽月友彦",阿部東亜子,200.0,202409010308,NAR
4,2,2,アイファーファイト,牡5,58,西村淳也,1:25.2,クビ,**,**,**,**,**,3-5,37.7,8.4,5,436(+2),,,,"[西]
鮫島一歩",中島稔,120.0,202409010308,NAR
5,5,7,トーホウキザン,牡4,58,和田竜二,1:25.4,3/4,**,**,**,**,**,12-10,37.1,10.9,7,486(+8),,,,"[西]
高橋康之",東豊物産,80.0,202409010308,NAR
6,8,13,カサブランカキッド,牡4,58,横山典弘,1:25.5,3/4,**,**,**,**,**,13-13,36.9,13.8,8,522(-2),,,,"[東]
和田勇介",山本雅道,,202409010308,NAR
7,6,9,グローリーカフェ,牝4,53,今村聖奈,1:25.5,クビ,**,**,**,**,**,10-12,37.1,38.9,10,442(-6),,,,"[東]
中舘英二",西川光一,,202409010308,NAR
8,4,6,ゴルデールスカー,牡4,58,池添謙一,1:25.8,2,**,**,**,**,**,10-10,37.7,8.3,4,470(-4),,,,"[西]
大久保龍",サンデーレーシング,,202409010308,NAR
9,4,5,ライズンシャイン,牝6,56,国分優作,1:25.8,ハナ,**,**,**,**,**,7-7,38.1,152.5,12,494(-4),,,,"[西]
岡田稲男",下河辺牧場,,202409010308,NAR
10,3,4,オールスティール,牡4,58,酒井学,1:26.2,2.1/2,**,**,**,**,**,1-1,39.2,68.0,11,480(+4),,,,"[西]
高橋康之",ＹＧＧホースクラブ,,202409010308,NAR
11,1,1,スペキオサレジーナ,牝4,56,岩田康誠,1:26.5,1.1/2,**,**,**,**,**,3-5,39.0,5.8,3,466(-2),,,,"[西]
安田隆行",ＭＯＭＯレーシング,,202409010308,NAR
12,7,12,タイガークリスエス,牡5,57,田口貫太,1:26.5,クビ,**,**,**,**,**,3-3,39.1,4.6,2,500(-2),,,,"[西]
大橋勇樹",伊藤和夫,,202409010308,NAR
13,7,11,ルールシェーバー,牡7,57,角田大河,1:26.6,1/2,**,**,**,**,**,3-3,39.1,354.7,13,472(-6),,,,"[西]
北出成人",儀賀好子,,202409010308,NAR
14,3,3,アポロハクジャ,牝6,52,古川奈穂,1:28.6,大,**,**,**,**,**,14-14,39.1,412.2,14,402(+4),,,,"[東]
的場均",中島俊房,,202409010308,NAR
1,1,1,ケンブリッジラテ,牡6,56,山口勲,1:29.1,,**,-,-,-,-,1-1-1-1,37.4,1.2,1,499(-4),,,,"[地]
手島勝利",中西宏彰,85.0,202455030209,NAR
2,7,7,スズカサウスソング,牡7,56,加茂飛翔,1:29.8,4,**,-,-,-,-,5-5-4-2,37.6,4.4,2,514(+2),,,,"[地]
大島静夫",奥寺毅己,27.2,202455030209,NAR
3,6,6,オンラインパワー,牡5,55,石川慎将,1:30.6,4,**,-,-,-,-,6-6-6-4,38.1,88.8,8,453(-1),,,,"[地]
矢野久美",原久美子,15.3,202455030209,NAR
4,3,3,リネンコジーン,牡9,56,小松丈二,1:30.9,1.1/2,**,-,-,-,-,8-8-7-7,38.2,28.2,4,484(0),,,,"[地]
濱田一夫",戸山光男,10.2,202455030209,NAR
5,2,2,サクラトップキセキ,牝6,53,出水拓人,1:31.1,1,**,-,-,-,-,3-4-5-5,38.8,198.7,9,467(+1),,,,"[地]
東眞市",堤興一,6.8,202455030209,NAR
6,5,5,マイブー,牡4,55,金山昇馬,1:31.2,1/2,**,-,-,-,-,9-9-9-9,38.1,44.5,6,491(-17),,,,"[地]
池田忠好",原久美子,,202455030209,NAR
7,8,10,ビービークラージュ,牡6,55,川島拓,1:31.2,クビ,**,-,-,-,-,4-3-3-6,39.2,13.8,3,472(-1),,,,"[地]
中川竜馬",吉橋英隆,,202455030209,NAR
8,7,8,サンヨースマイル,牝5,54,飛田愛斗,1:31.3,1/2,**,-,-,-,-,2-2-2-3,39.3,39.2,5,437(0),,,,"[地]
三小田幸",古倉正一,,202455030209,NAR
9,8,9,カシノフォワード,セ6,55,中山蓮王,1:32.3,5,**,-,-,-,-,7-7-8-8,39.6,202.2,10,445(0),,,,"[地]
古賀光範",柏木務,,202455030209,NAR
10,4,4,メッサーマイスター,牡10,55,竹吉徹,1:33.7,7,**,-,-,-,-,10-10-10-10,38.0,60.3,7,481(+5),,,,"[地]
中川竜馬",豊島愛子,,202455030209,NAR
1,2,2,カツテルヒメ,牝4,640,赤塚健仁,02:11.8,,,-,-,-,-,2-5-2,33.8,15.1,4,946(-4),,,**,"[地]
山本正彦",岩瀬秀雄,24.0,202465030204,NAR
2,6,6,ヴィルムート,牡4,660,村上章,02:12.2,0.4,,-,-,-,-,1-4-1,39.2,40.2,7,988(+23),,,**,"[地]
久田守",稲谷義雄,9.1,202465030204,NAR
3,5,5,コウシュハエーカン,牡4,660,西謙一,02:14.9,3.1,,-,-,-,-,7-3-5,35.9,43.5,8,1101(+3),,,**,"[地]
金山明彦",広瀬豪,5.2,202465030204,NAR
4,3,3,ココロノキズナ,牝4,640,渡来心路,02:15.8,4.0,,-,-,-,-,2-1-2,37.8,1.2,1,967(+17),,,**,"[地]
西邑春夫",大熊金八,2.8,202465030204,NAR
5,4,4,ホクセイラベンダー,牝4,630,今井千尋,02:16.4,4.6,,-,-,-,-,2-1-4,38.4,10.5,3,924(+16),,,**,"[地]
今井茂雅",（株）北西ファーム,1.9,202465030204,NAR
6,1,1,サカノゴーリキ,牡5,660,中山直樹,02:21.8,10.0,,-,-,-,-,5-6-8,29.8,6.2,2,1001(-3),,,**,"[地]
田上忠夫",（株）大阪畜産,,202465030204,NAR
7,7,7,サカノタイコバン,牝4,640,船山蔵人,02:26.3,14.5,,-,-,-,-,8-8-6,39.3,17.5,5,931(-9),,,**,"[地]
服部義幸",（株）大阪畜産,,202465030204,NAR
8,8,8,センショウキング,牡4,660,藤本匠,02:32.7,20.9,,-,-,-,-,6-7-7,44.7,32.2,6,997(-7),,,**,"[地]
岩本利春",浅野勝善,,202465030204,NAR
1,3,5,ラウダブル,牡3,57,西村淳也,1:48.0,,**,**,**,**,**,1-1,35.8,47.6,8,510(+8),,,,"[西]
池江泰寿",Ｇ１レーシング,550.0,202409010304,NAR
2,4,8,エボルヴィング,牡3,57,川田将雅,1:48.0,アタマ,**,**,**,**,**,8-9,35.2,2.0,1,448(-8),,,,"[西]
藤原英昭",キャロットファーム,220.0,202409010304,NAR
3,7,15,カズアブディーン,牡3,57,ルメール,1:48.2,3/4,**,**,**,**,**,12-11,35.2,4.2,2,482(-2),,,,"[西]
杉山晴紀",雅苑興業,140.0,202409010304,NAR
4,1,1,デファイ,牝3,55,団野大成,1:48.2,クビ,**,**,**,**,**,8-7,35.6,52.5,9,438(-8),,,,"[東]
斎藤誠",市川義美ホールディングス,83.0,202409010304,NAR
5,8,16,ダイジェスト,牡3,57,ムルザバ,1:48.3,1/2,**,**,**,**,**,12-14,35.0,8.3,4,462(+10),,,,"[西]
坂口智康",キーウエスト,55.0,202409010304,NAR
6,2,4,ホウショウリナ,牝3,55,和田竜二,1:48.4,3/4,**,**,**,**,**,7-5,35.9,4.8,3,498(-2),,,,"[西]
河内洋",芳賀美知子,,202409010304,NAR
7,1,2,チョボナイノ,牝3,55,石橋脩,1:48.4,クビ,**,**,**,**,**,4-3,36.0,335.5,14,418(0),,,,"[東]
小手川準",ビッグレッドファーム,,202409010304,NAR
8,5,9,ヤマニンスターダム,牡3,57,武豊,1:48.4,ハナ,**,**,**,**,**,12-11,35.4,37.6,7,508(0),,,,"[西]
千田輝彦",土井肇,,202409010304,NAR
9,6,12,ソウルプラウド,牡3,57,北村友一,1:48.6,3/4,**,**,**,**,**,15-14,35.2,21.3,5,478(+8),,,,"[西]
高橋亮",岩崎僖澄,,202409010304,NAR
10,6,11,エールクイーン,牝3,55,松若風馬,1:48.8,1.1/2,**,**,**,**,**,3-3,36.4,236.9,12,466(-2),,,,"[西]
牧田和弥",田畑富子,,202409010304,NAR
11,7,14,シャリティ,牝3,55,藤岡佑介,1:49.0,1.1/4,**,**,**,**,**,10-9,36.2,58.2,10,462(+2),,,,"[西]
四位洋文",井上隆次,,202409010304,NAR
12,5,10,ドムスアウレア,牝3,54,角田大河,1:49.1,1/2,**,**,**,**,**,18-16,35.3,537.2,17,404(0),,,,"[西]
中竹和也",エンジェルレーシング,,202409010304,NAR
13,3,6,ショウブウン,牡3,57,酒井学,1:49.2,1,**,**,**,**,**,2-2,36.9,292.1,13,512(+2),,,,"[西]
小林真也",重野心平,,202409010304,NAR
14,7,13,ハセノビーバー,牡3,57,池添謙一,1:49.4,1.1/2,**,**,**,**,**,10-11,36.4,215.5,11,464(0),,,,"[西]
安田隆行",三木正浩,,202409010304,NAR
15,8,18,マハナ,牝3,55,鮫島克駿,1:49.6,3/4,**,**,**,**,**,17-18,35.7,459.8,16,424(0),,,,"[西]
鮫島一歩",ノースヒルズ,,202409010304,NAR
16,8,17,カルデナール,牡3,54,今村聖奈,1:49.9,2,**,**,**,**,**,16-16,36.1,421.3,15,484(+6),,,,"[西]
池添学",社台レースホース,,202409010304,NAR
17,2,3,グッドレイン,牝3,55,国分優作,1:50.5,3.1/2,**,**,**,**,**,4-7,37.9,852.7,18,444(-4),,,,"[西]
緒方努",伊藤良兵,,202409010304,NAR
18,4,7,グランスカーレット,牡3,57,松山弘平,1:50.7,1.1/4,**,**,**,**,**,4-5,38.2,25.4,6,510(-6),,,,"[西]
大久保龍",社台レースホース,,202409010304,NAR
1,2,2,アンパト,セ4,56,山口勲,1:55.0,,**,-,-,-,-,6-6-5-2,37.8,1.4,1,435(-6),,,,"[地]
池田忠好",岡浩二,55.0,202455030210,NAR
2,5,5,ニューホライゾン,牝4,54,石川慎将,1:55.3,1.1/2,**,-,-,-,-,4-5-1-1,39.0,6.2,2,441(+3),,,,"[地]
真島元徳",三岡有香,17.6,202455030210,NAR
3,3,3,ディーエスプルーフ,牡7,56,金山昇馬,1:56.1,4,**,-,-,-,-,5-4-6-4,39.4,10.2,4,468(+2),,,,"[地]
池田忠好",福原聡,9.9,202455030210,NAR
4,8,9,アメリカンマッハ,牡6,56,長田進仁,1:56.2,1/2,**,-,-,-,-,7-7-7-5,38.7,52.9,7,519(-4),,,,"[地]
平山宏秀",彌登章,6.6,202455030210,NAR
5,1,1,コスモゴレアドール,牡5,56,出水拓人,1:56.7,2.1/2,**,-,-,-,-,9-9-9-8,38.3,60.9,8,439(0),,,,"[地]
中川竜馬",酒井孝敏,4.4,202455030210,NAR
6,8,8,アクナキチョウセン,セ5,56,竹吉徹,1:56.7,アタマ,**,-,-,-,-,1-1-2-3,40.5,169.1,9,441(0),,,,"[地]
真島正徳",西村健,,202455030210,NAR
7,7,7,トミケンプラセール,セ7,56,川島拓,1:57.2,2.1/2,**,-,-,-,-,3-3-4-6,40.8,17.6,6,464(-1),,,,"[地]
池田忠好",小橋亮太,,202455030210,NAR
8,6,6,ヴァーチュアス,牡5,56,飛田愛斗,1:58.8,8,**,-,-,-,-,2-2-3-7,42.6,7.6,3,497(+15),,,,"[地]
三小田幸",北原大史,,202455030210,NAR
9,4,4,テイエムヒショウ,牡4,56,山下裕貴,1:59.4,3,**,-,-,-,-,8-8-8-9,41.5,12.7,5,508(+6),,,,"[地]
平山宏秀",竹園正繼,,202455030210,NAR
1,6,6,イワキオーカン,牡5,680,菊池一樹,01:48.5,,,-,-,-,-,1-2-1,35.5,3.1,1,1016(+4),,,**,"[地]
小林勝二",蝦名豊,27.0,202465030209,NAR
2,5,5,ジェイドラゴン,牡4,670,鈴木恵介,01:50.2,1.7,,-,-,-,-,7-4-3,32.2,5.4,3,1050(+3),,,**,"[地]
平田義弘",小森唯永,10.2,202465030209,NAR
3,1,1,サクラダイヤモンド,牡7,680,西将太,02:00.3,11.8,,-,-,-,-,4-1-3,42.3,5.9,4,1102(-15),,,**,"[地]
小北栄一",下内美繪子,5.9,202465030209,NAR
4,3,3,ラブリーリンドウ,牡10,680,赤塚健仁,02:00.8,12.3,,-,-,-,-,2-8-5,31.8,23.8,8,975(-3),,,**,"[地]
森芳浩",亀田英二,3.2,202465030209,NAR
5,7,7,ホクショウゴールド,牡8,680,阿部武臣,02:01.9,13.4,,-,-,-,-,2-2-1,48.9,6.8,5,1040(+3),,,**,"[地]
村上慎一",井内紀子,2.1,202465030209,NAR
6,8,9,キメツノココロ,セ5,680,中村太陽,02:07.7,19.2,,-,-,-,-,7-6-6,34.7,16.6,7,1044(-1),,,**,"[地]
久田守",大森勝廣,,202465030209,NAR
7,4,4,イワキクロヒョウ,牡4,670,藤本匠,02:10.9,22.4,,-,-,-,-,4-4-7,36.9,5.0,2,1127(+8),,,**,"[地]
小林長吉",蝦名豊,,202465030209,NAR
8,2,2,コトブキ,牡8,680,村上章,02:15.5,27.0,,-,-,-,-,4-6-8,34.5,7.4,6,1039(+9),,,**,"[地]
森芳浩",坂本尊則,,202465030209,NAR
除,8,8,テンカタイヘイ,牡5,680,長澤幸太,,0.0,,-,-,-,-,,,---,,1066(+6),,,**,"[地]
服部義幸",藤原征士郎,,202465030209,NAR
1,8,13,ミラクルティアラ,牝4,56,坂井瑠星,1:52.6,,**,**,**,**,**,1-1-1-1,36.8,1.7,1,440(0),,,,"[西]
加用正",グリーンファーム,"1,869.4",202406020310,NAR
2,5,7,フランスゴデイナ,牡6,56,戸崎圭太,1:52.6,クビ,**,**,**,**,**,2-2-2-2,36.8,5.2,2,496(-2),,,,"[西]
森秀行",稻井田有司,748.4,202406020310,NAR
3,1,1,ゴールドバランサー,牡4,56,三浦皇成,1:52.7,3/4,**,**,**,**,**,3-3-4-3,36.7,23.0,7,474(+2),,,,"[東]
鈴木慎太",居城寿与,464.2,202406020310,NAR
4,7,12,オンザライン,セ6,57,岩田望来,1:53.2,2.1/2,**,**,**,**,**,6-6-4-5,37.2,28.9,10,456(+4),,,,"[東]
大和田成",久保田定,280.0,202406020310,NAR
